Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,UY,XX,4,,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,UY,,,5,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZM,,4,4,specimens,,S,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZW,MZ,1,,tusks,,H,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GL,DK,XX,,2,hair products,,E,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GL,DK,XX,,10,ivory carvings,,E,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GL,DK,XX,,1,tusks,,E,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GR,US,XX,1,1,ivory carvings,,Q,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,CA,XX,8,,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,CA,XX,,11,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,GB,XX,2,,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,GB,XX,29,,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,JP,XX,59,59,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,US,XX,3,3,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,ZA,XX,2,,tusks,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HU,AO,,33,,ivory carvings,,,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HU,GN,,6,,ivory carvings,,,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HU,IL,,,2,live,,Z,C
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HU,NG,,3,,ivory carvings,,,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IL,FR,XX,,1,carvings,,Q,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IL,GB,XX,,2,ivory carvings,,T,U
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IL,US,XX,,19,ivory pieces,,E,U
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IS,US,XX,,1,ivory carvings,sets,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CH,XX,,1,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CM,,2,,trophies,,H,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CM,,,6,tusks,,H,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,HK,ZA,1,,skins,,T,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,TZ,,,2,tusks,,H,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,US,XX,,1,ivory carvings,sets,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,US,XX,1,,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,US,XX,1,1,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JE,GB,XX,,1,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,AT,XX,,2,ivory carvings,sets,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,AT,XX,3,,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,CM,,,2,tusks,,H,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,DE,XX,,3,ivory carvings,sets,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,DE,XX,,94,ivory carvings,sets,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,DE,XX,81,6,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,FR,CF,,2,carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,FR,XX,,1,carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,FR,XX,,2,carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,FR,XX,,1,ivory carvings,sets,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,FR,XX,2,,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,GB,XX,9,9,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,GB,XX,68,10,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,GB,XX,,2,ivory carvings,,T,U
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,HK,XX,,50,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,HK,XX,50,,ivory pieces,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,NL,XX,,1,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,PL,XX,,48,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,UY,,1,1,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KE,CN,XX,8,,tusks,kg,L,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KE,GB,ET,,1,ivory carvings,,Q,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KE,GB,KE,,1,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KE,PH,XX,8,,tusks,kg,L,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KR,DE,XX,,1,ivory carvings,sets,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KR,DE,XX,,1,ivory carvings,sets,P,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KR,FR,XX,,7,carvings,,Q,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KR,FR,XX,,1,carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KR,FR,XX,3,,ivory carvings,,Q,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KR,GB,XX,,1,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KW,CH,XX,,4,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KW,GB,XX,,1,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KW,GB,XX,,1,ivory carvings,,T,U
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LI,AT,XX,,2,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LI,GB,XX,,1,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LK,MW,,,8.1,ivory carvings,kg,P,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LK,MW,,6.5,,tusks,kg,P,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LV,ZM,,2,,tusks,,H,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MA,FR,GA,,3,tusks,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MA,FR,XX,,12,carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MA,FR,XX,,5,ivory pieces,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MC,GB,XX,,1,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MC,GB,XX,3,3,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MC,US,XX,1,,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,CM,,10,8,tusks,,H,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,ES,XX,1,1,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,FR,XX,,26,carvings,,Q,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,FR,XX,26,,ivory carvings,,Q,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,IT,ZA,5,,leather products (small),pairs,T,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,PT,XX,2,,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,PT,XX,,3,ivory pieces,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,TZ,,1,,trophies,,H,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,TZ,,22,2,tusks,,H,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,US,ZW,1,1,trophies,,H,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,CH,XX,,8,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,US,XX,32,96,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,XX,,64,,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NO,CH,ZA,,0.7432,skins,m2,H,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NO,CH,ZA,,0.5574,skins,m2,T,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NO,CH,ZA,,2,skins,,T,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NO,DE,XX,,1,ivory carvings,sets,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NO,DE,XX,1,1,ivory carvings,sets,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NO,ZW,,1,,trophies,,H,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,AU,XX,,1,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,AU,XX,10,,ivory carvings,,P,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,BE,XX,52,,ivory pieces,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,CA,XX,,14,ivory pieces,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,GB,XX,4,53,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,GB,XX,1,58,ivory carvings,,P,U
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,GB,XX,3,,ivory carvings,,P,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,GB,XX,52,,ivory pieces,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,GB,XX,5,,ivory pieces,,P,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,IL,XX,1,,ivory carvings,,P,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,IL,,,1,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PF,NZ,XX,,1,ivory carvings,,P,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PK,SD,,1,,live,,Z,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,MZ,,4,1,trophies,,H,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,MZ,,22,16,tusks,,H,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,US,XX,1,,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,US,XX,,2,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,US,XX,1,,ivory carvings,,T,U
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,QA,FR,XX,,3,carvings,,Q,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,CH,XX,,12,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,DE,XX,,1,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,FR,CM,,1,trophies,,H,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,GB,XX,,4,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,TZ,,,2,tusks,,H,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,US,XX,,3,ivory carvings,,S,U
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SG,GB,XX,3,3,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SG,GB,XX,,8,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TR,GB,XX,,1,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,CA,XX,,1,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,DE,XX,,1,ivory carvings,sets,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,FR,XX,,8,carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,GB,XX,,1,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,GB,XX,,11,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,GB,XX,,6,ivory carvings,,T,U
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,UA,US,XX,,1,ivory carvings,,E,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,UA,ZM,,4,,tusks,,H,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AR,XX,1,,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AR,XX,12,,ivory carvings,,P,U
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AR,XX,,14,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AR,XX,1,,ivory pieces,,P,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AT,XX,1,29,ivory carvings,sets,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AT,XX,1,,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AT,XX,57,4,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AT,XX,2,,ivory pieces,,E,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BE,CD,,1,ivory carvings,,E,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BE,CD,1,4,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BE,CD,,1,tusks,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BE,CD,1,,tusks,,P,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BE,XX,1,,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BE,XX,9,,ivory carvings,,T,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BE,XX,1,1,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BE,XX,1,,tusks,,T,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BW,XX,1,,trophies,,P,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BW,ZA,1,,trophies,,H,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,NG,,1,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,NG,1,,ivory carvings,,P,U
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,XX,1,,ivory carvings,sets,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,XX,1,,ivory carvings,sets,P,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,XX,,4,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,XX,7,,ivory carvings,,P,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,XX,16,54,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,XX,,6,ivory carvings,,T,U
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,XX,26,,skin pieces,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CH,XX,,1,ivory carvings,sets,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CH,XX,1,,ivory carvings,,E,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CH,XX,1,,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CH,XX,7,11,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CH,XX,,1,unspecified,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CI,,1,,ivory carvings,,P,U
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CL,XX,14,,ivory carvings,,P,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CM,XX,1,,ivory carvings,,T,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CM,,9,,hair,,P,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CM,,2,,tusks,,P,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CO,XX,1,,ivory carvings,,T,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,,1,carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,1,4,ivory carvings,sets,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,1,,ivory carvings,sets,T,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,,5,ivory carvings,sets,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,1,1,ivory carvings,,E,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,1,,ivory carvings,,P,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,89,1,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,1,,ivory carvings,,P,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,2,,ivory carvings,,Q,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,5,2,ivory carvings,,Q,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,4,5,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,1,,ivory pieces,,E,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,3,,trophies,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DK,XX,,52,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ES,XX,,2,ivory carvings,,E,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ES,XX,2,,ivory carvings,,Q,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,CD,,1,carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,CM,,1,carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,CM,,1,carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,US,,1,carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,,20,carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,,115,carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,1,,ivory carvings,sets,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,1,,ivory carvings,sets,P,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,3,,ivory carvings,,E,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,68,,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,3,,ivory carvings,,P,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,65,1,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,5,,ivory carvings,,T,U
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,,0.05,ivory pieces,kg,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,ZA,,1,carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,CD,1,,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,US,1,,ivory pieces,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,,1,feet,,P,U
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,2,,hair products,,P,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,53,,ivory carvings,sets,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,2,,ivory carvings,,E,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,,2,ivory carvings,,E,U
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,33,,ivory carvings,,P,I
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,355,1,ivory carvings,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,485,649,ivory carvings,,P,U
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,4,,ivory carvings,,P,W
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,1,,ivory carvings,,Q,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,1,,ivory carvings,,Q,U
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,,1,ivory carvings,,T,C
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,2202,5,ivory carvings,,T,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,1,2966,ivory carvings,,T,U
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,33,,ivory pieces,,P,O
2006,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,7,,ivory pieces,,T,O
